line,raw_triple_sha256,rank_hash,split,source_length,mt_length,pe_length,edit_fraction,edited_tokens,untouched_tokens,levenshtein_distance,deletions
3479,9dbf8d510fcae275ddcb31054a7c186266feb23436d513b0dbea1128a9ef7da0,043750aa8c14675cf5fde09d5b5fce9a5fe139d84e6641f73ebe14f64811848e,diagnostic,23,23,26,0.2692307692307692,7,20,7,0
2325,6c17b1938198202c8efd327832b8de52d3636ba1bd632f653716dab1a9101d98,0437f9b23302e496773ca41afa1b50073804c9aa74e8004438c97dc2bd37d989,diagnostic,22,25,26,0.6538461538461539,17,10,19,2
5817,962abe85278cb768a95992bbdaf9823fee3e93de7dfe7e67ff2aa10eee42d354,0438af2f70be28673fcaa7f1701a00e2de427c3476f40691e4f8cdfcbd19357e,diagnostic,19,26,28,0.21428571428571427,6,23,8,2
859,825578ebda33bb45c441f19e3f484ea6b0f4af952d25b0ffbfc1cb83dc3e7509,044fc58f0ff8e489d65e693fd2451513dc1211eeb05f299879e51022d9897c62,diagnostic,21,24,24,0.041666666666666664,1,24,1,0
4652,eef8c202141c2d5a91b7db0476011d7dc8413ef9b1310b61d06faaaa44d77ed8,0451079014d2a3332fee9b08c1f497d3e9c8f1b0fdb80bd477a48e66e00cbfbb,diagnostic,17,16,16,0.25,4,13,4,0
1293,284c83e6ce7569aab47ee0f6a80412668d1e9a1b92336b51900abd280ce98f2e,045789bae1eb69e9a41d115c01c401067df648b33ad89e5cbca3d0a81e69cfa2,diagnostic,27,33,31,0.03225806451612903,1,31,3,2
1247,1c49fdb4990f4b64daa7ddafe1099dd6b1a47dca987b24bf58d09ecee8ea86e3,045c1a7352049f4a38ed73f63ae7185aaa682563df55025b6c1fe96bb31aeea0,diagnostic,20,24,25,0.32,8,18,9,1
1031,8376843c58b856d0d35f8775ae395af66a35f19c77ce21e56096c392e0c0d413,04668393a845a70e8e61afa7f6533d1e5a3f1c71bdab9e0f3f08bebb118b7c03,diagnostic,13,16,16,0.0,0,17,0,0
2154,736535f61ed191af4cf7f59f06ee535622785a03246c9a17f04d2098f2b6c33e,047374b6c97f57ca832053ca7e1136a22e271da6f1edbab87e4d3b625fd3e981,diagnostic,14,16,19,0.2631578947368421,5,15,5,0
74,3719225f66c35ce1bea9576e902d901d94c96109d47928ffa8de706e946e4cff,047a5b6c2fd19fb66a2265ca7f661eb5a9f4c4e5f21b4ffb1d1bc01fb84619fc,diagnostic,17,15,15,0.06666666666666667,1,15,1,0
4387,685a2567524d91b6bb52d113306a8480632a60afc92424975caa7f5cca96b7e1,0483063de8e66c791f71fc8a45bd683c13c0223a61dfb4dc947c7f475ca7c9e2,diagnostic,20,24,24,0.0,0,25,0,0
3068,9e138ba6d9d2976b6542be3b64fa3d04da859fdecbf9a8e46e6b645546120595,048412429bff1f09d33ebf06dee2df79cd03bf3f06f3a9ec896b57bf91efc502,diagnostic,11,12,14,0.21428571428571427,3,12,3,0
6119,8fd707231874e64e90cba7cffa650632efcb779fde5e488ba9bf41e7279baec8,048e7125be72c45d41c1d9bf3719890cba6ac1766fea20a652835ba6f48313a7,diagnostic,24,27,27,0.5925925925925926,16,12,16,0
3380,3ca631015a4aeab5a48934e63c1c0049097b1557d5dd06feeeb490829b5c33cc,0491b9ed644ae65fafe60295ad01556ea3f794f579d16aace33eed004ea7cbd9,diagnostic,23,23,21,0.14285714285714285,3,19,5,2
40,790c860e1168a592825d257ece2ecbe0c963fc2b915af507da57a2e6c37d01fd,0499baa67880bf9d4b87069501ce1b89aa5e9cec7bf1bfebc12a9e6e0cd8da06,diagnostic,26,27,27,0.07407407407407407,2,26,2,0
3417,38ae07fee78f76bfa4430a4bd330d6385fc914f37d5fcaec0ea4917617395d61,04a944ef0673893eba087eb8ebf9f903d2efbc9c7f6bf17fa40867c2edfe5843,diagnostic,32,34,32,0.0625,2,31,5,3
706,015852874e7fa20ee1c5136e57b38092c70955190c615424b0eeb29b4bd6a05c,04b80821c4b48d14964e5df58bc3b491a11d79f43e10736048e1dd5a47bf6fc9,diagnostic,29,33,33,0.0,0,34,0,0
3684,f3a3b3bd9219ec822a11d431a6488f067998b117bb2b2a3cdfc90e0765618a31,04bd7131f5e1baeea10371c3af9a712aae61b98e1a572af350d79a9296317c4e,diagnostic,21,23,23,0.30434782608695654,7,17,7,0
1321,9371ac68f564a49f12273deb744dd07797a6bc4e15b0e8233cc844f9f69e643a,04c3a198980e864272d32b9d11f4570cf6c18ef645c9af84783ee3191620623c,diagnostic,33,37,38,0.47368421052631576,18,21,21,3
867,61f78f0207d10222ec052c390bec8de78252ed864ace99f09f4264cfd293443d,04dfe220890773d9fbdd1a19a9030d1c8b8266c4dd408fb81cc97ec33d20298e,diagnostic,11,12,13,0.3076923076923077,4,10,5,1
405,9182ab8864ec2f22af030156d89c8a3a0270aafbf33ebe13b9542847a5a0d34f,04f117598cb7c653901db9785b8fb2b23e607860e2c7ad183fd922a7e74ffa5b,diagnostic,16,16,16,0.0,0,17,0,0
2776,b174f200a07e7fadcbd6a3eabc1be6436bb891c44a3972388e854a772f2e4bfc,04fa1a8669a60207b31518c98d7af9528744f217c2e76d01a185388e03f74f6f,diagnostic,25,24,24,0.0,0,25,0,0
3951,a5ed974f1b40f77505d11209db780e52a4d15a6d771fe09d035703cf46829f84,04fdc4bd4c77ec7337b14b5953abf0af80b72f661a7339c8775d38026dfc455e,diagnostic,25,27,24,0.20833333333333334,5,20,8,3
6599,5ce03f810ed768910b2522784c9f795d7aae11631b786f57ba10fd0152c878ae,0509d22f958b10a0631a001773a475de4e30569de6facb24af8bd55dbf58a2af,diagnostic,25,27,28,0.07142857142857142,2,27,2,0
3141,24cfcaff9eadc7a35849276b6cdd0c7205333ce9a0cd7d2589ad1a019b65f7fe,0518cff4f48411e12b74c917cd73e915acfb980b11bbbc62e06db95c067579ae,diagnostic,15,19,19,0.10526315789473684,2,18,2,0
5903,fbc05388422b94ef66a03c09c7f314ad5487c23a80c09a7fe921d04ac9981894,05214b8f2a5cfbab315147d16dd0669550b54cc0b86f2402c1c0c3bd7f1bb7bd,diagnostic,30,30,35,0.6857142857142857,24,12,25,1
3556,2111a84bddaaa492f829c8ff91a89d97be2d1dff9cbfc05521075cec20c3af3d,05343ddb503260297270aaa4f797e89c6af9124fa94a656589b3c7b407779162,diagnostic,18,19,19,0.0,0,20,0,0
6535,c00057f014f2e88f8dd4aa4930134eee593ad49934772a3bf17232d91ef0ab18,053e9bd1072fbe94f6b8cf477d8dc474f3cfc3735e1a4be0e43dadc4d944e5b5,diagnostic,21,14,22,0.5454545454545454,12,11,12,0
4909,ad12cab124b65c4c5c458414128dc9dced62f4a171ffc842b095fe2a915a9eaa,054090697bd0ec64cac5e2a3b3cff73745fbaf8b220052a0f450280369cfaf9f,diagnostic,25,30,30,0.26666666666666666,8,23,8,0
3077,2f0468782200a2d6519babf15100343022da6834915470822ba11a5095427415,0553d3721ed78796fe7f7d3bd4266f63c7339edaa9c27d50a871b3e17581a91d,diagnostic,22,22,25,0.4,10,16,11,1
4589,dbd4c003144c0f817802e8a98a611a98b3e4c29cd2c9972da55ed24cc69a504a,0555a783a86d10ea7b4b77db1160dd068f2f4744e1c4c5245e223da8cd4ea367,diagnostic,11,11,12,0.25,3,10,3,0
5789,670e94ec5ac85d0c3a243dc4b8252013d08734b6f07ee8730b39dc044bd2f471,055727d3b3b1aed0b3738130e2b5279ace1bf135ffc26a8a994f9130ee33c4cc,diagnostic,12,12,12,0.0,0,13,0,0
3784,fe78a51c5c46f97592c0afbcb4ac4304be20bb86685ecfd0781d28aab1f4eba1,055d7ce6820a671e0d2cffd001aaeffb8edff41cf965ad4f7b0c0792238cf927,diagnostic,19,25,24,0.041666666666666664,1,24,2,1
6973,939e1df07912b3227a2e05974cf7e929355d5b65cbcdfedc0e2a463bc43ac77e,056cdd402799da7875e813c1fc1bce2b7cdf3914f5c417a0bd380fd6ce068e7f,diagnostic,26,27,30,0.23333333333333334,7,24,7,0
3699,9ea7da2dc392f8ca404f82f5cfb5830d1e3d5e26040f3336c093b9e287d3a5f4,0577058540f6e6c607d2876f8a0a2d96ed62ed5e8ea57d4df39c6e9d7dec5459,diagnostic,21,18,18,0.2222222222222222,4,15,4,0
3368,92ad4f77a6851c361d65b112164e06c84f5ff35f721d7973064750377b7c5003,0578a9efbbd3c192a5c24e07e9a53c9edbecc5fa6df07541998a20cedce61a89,diagnostic,14,17,17,0.0,0,18,0,0
5225,7521897d96a1b44233cf01c860f4c7a0c0826fe1f7301bf51f2eb38386387fc0,058293836ddbf9f172c56a01140918b676426271e00ee9426a3998612e8d12d5,diagnostic,17,19,19,0.0,0,20,0,0
2890,bfb2916e7a269638be727a87c9bb808ca7ff28fe8d7a593a454013bf39fe9605,05889dc3033b9731d20ff49e92a88d1906eddc4d107b6c0542363f5c4c7c5a4e,diagnostic,17,15,15,0.0,0,16,0,0
1347,549451f6174c8ee00c67cabb7e811bcac0ace423b8f966f54688fef38aa0a1c2,05c150fea90fe066e7a27e218010e0a868e250b0fa3036e23025f294d10926fd,diagnostic,28,27,31,0.45161290322580644,14,18,14,0
4307,747247191a63b7cb2bee3af85d454f3e98f7d2aaa9f73b15c6688d375df0c659,05d04dfc356b7f37158d9ca00758fc04b9e67382805b15e738840eb6c9795134,diagnostic,15,20,21,0.19047619047619047,4,18,5,1
3250,4436695ac6ee6e6f62e3ea6ea77579dab254f5bc2681f82deebcb92177723745,05ddf8ebfc3f001a196d15d0ee21feafb0656c0f03fe7760e64e698c3de3a9b6,diagnostic,14,10,10,0.0,0,11,0,0
5484,ad0db5438fb7d79c711bf981d681cbc2ece7857fd35a563e5730175b4ae5d77e,05e5a2dec1b5d707f2f81e953168ea2b1d4fe9f9dd5c906806934a9bd0af37c7,diagnostic,21,21,21,0.0,0,22,0,0
907,ad39c0b5d2a8d05d8566825476e7b4eb5a954e44beb887d0e202104b6785b948,05e82a186f59a57672b40f0ca2c8eb196e68ac763de1c9315893a259bfcd5daf,diagnostic,17,16,19,0.3684210526315789,7,13,7,0
2587,d045a4a35a45c8a2707ec531a735b1646f3c5f9c7fe855f1dbc8f98fa804f3f8,05ea542fee577fa831ae5310f8838a75be24520ad07099895aafb894d844ab8b,diagnostic,18,16,16,0.0625,1,16,1,0
4227,09cbb440c05ef5addbbab7af8b4c0003ecbb8352334141a528e5f445cdb4df3e,05f5dd427ce669cf69269433d1db83500972d362ee57e60cf650b6fccdf72667,diagnostic,19,25,21,0.047619047619047616,1,21,5,4
3888,ad41147b8628ac42b56167b7ad402ea9ec8d3162749cfad7369e2f773d136767,05fa4dc56bc89793dbf7426b2308db89e3409df593c3b318991a083dac213c4c,diagnostic,19,22,24,0.25,6,19,6,0
5289,afac60d260c030a124bbe71ea3dd86570a405745c36cc000dab217caa7065031,05fe443346fd67b72400beba749f23e8cb36c6b1d86995b669d1b35e6c9b69be,diagnostic,25,24,25,0.2,5,21,8,3
4397,5d254e20492bfa15749b78c5a45194cb8d32f6cf2d0fc0b2fa3f506d63b103c5,05ff5464405ac47ea5c3730d442ec5e51f0ab108e023ad099f339a91aea8bd0d,diagnostic,21,24,23,0.043478260869565216,1,23,2,1
6558,c03e41d2ba698251157b40bfa269ff0ce670dae538ee8e88fe2ea46f98b7fb1b,0604c7383e96969db02d796cff26d2e114e602cbe87303ff65f7802a94b41cee,diagnostic,15,15,15,0.4666666666666667,7,9,8,1
4894,ee6f0a92b19bf1708ff7bb4db6c90ab012e35ab62183b0b11321a58afd1b51cd,061174061d1fee7e5d266d167b014225dcb31824fbf041bcf538eff1734b9471,diagnostic,13,15,15,0.0,0,16,0,0
4302,efb8fea6d734dac46f31d4ba6834655c7462ded68d23d68b04b7f9e111b3904d,061e555b9a66d6ff879e5210764c985f468ee9f7dbd3f15e30bcb9e180d15d76,diagnostic,25,26,25,0.04,1,25,2,1
3407,1c9da9a69fd8ffb61ec9776f06b7e855de7bec2b6bea87353052a2a4485f8a56,06287d003394e1002f33d239d48fd0ce193296731f078938bbbc3b27fd54e83a,diagnostic,32,37,37,0.0,0,38,0,0
6327,e0e6932bebb30bc7dd3e4536c27ca6023a8ebf3d8580bb0fc452d1861e89c0cb,0634cd0a38ed4cd3018e6a84e10bb60a5e03e8671a2d7b769f92411bfb777b62,diagnostic,17,16,16,0.0,0,17,0,0
2494,af10d3c8b779975bb386d4159bf66172ab8ed68c400d662b325677a0645997a7,06443ff1de8398ee13fc67af53192484e4a3636751d14340a0e29c3997f6fc0b,diagnostic,34,32,36,0.2222222222222222,8,29,8,0
5927,ea3b97283122988b01105ba6f1b7c4e5188b6a53eef36686319dba131f681426,0644e0ba5ade6f95ec818b2afa301b519b8b2ca91db16f9c7da8cbc99b705e85,diagnostic,26,30,30,0.0,0,31,0,0
1105,1d199b21fa5c1b3c98d27c167ad4832923acde6fc0cd4cdaddb642a4a508873d,06470c5c3b5fb5c3cc15bd43b93418a7515777ca115edc38316f632185a06e5c,diagnostic,41,43,44,0.13636363636363635,6,39,6,0
2163,254d33f43d41cfbea594c3a8179b885c06c053dd19349cfdf53675cf403e334d,064b560cf1541644bcca1eadb5bcc607064ec51339ec97832e922b07418e7944,diagnostic,16,14,15,0.4,6,10,6,0
2567,0e17ae07cb080cb3300c12bf0d51ea2bce6de86b0e684c6898fef3a02bb7f9e6,064cc5b69aca69e82288540f4d0f7d9a4cfa4aee039b094a461346cdcdb9f93c,diagnostic,20,19,19,0.05263157894736842,1,19,1,0
2900,75c7ea1d4b37d572c21047effbe9b9a08c3c5e2c659f5345e41dc4d05e085f00,06530f1e8be3023c5d3cee63ce58c32854503eb758b27689086809bbe57c0ef6,diagnostic,36,31,34,0.14705882352941177,5,30,5,0
321,8b232153fd875df9f4b1f2c0d301fd10edf284c3fca8d0cbf9f8acd94e5de4d5,06559a2df2771784631d01fc82d443c36615d22be223576cb89ca5312eefd2b3,diagnostic,24,22,22,0.09090909090909091,2,21,3,1
6588,f1e28a47f0d2a1a6dbec3b2dd90bea1866074f328505d7e085a46b481de4bec4,065b49a224e6ff2045bd379d1b9332a8d6668f64d3cdf32f8d1ed81c4e91d2f6,diagnostic,24,28,28,0.0,0,29,0,0
2617,74f820e89cfb10bbce0eb664d0b1f843ce15bd9600a248de01b6415f98aa9d13,06642998be3ec2ace6ee3cdfbd052a723149a5b3cebd31e531d018edb7bd9b54,diagnostic,28,23,24,0.16666666666666666,4,21,4,0
3529,c27624b6e747b50a809cec072ddb542730095120e7fd39c3871b7f70a92796b4,0669239d248d34ba7240d006af1fdb184f72686ca397b8bf5be930f72a3813b1,diagnostic,32,37,37,0.0,0,38,0,0
6350,f73e89e1fa56896f2b95f255aa79ec5bba1d8829c8c92676757d9d7720234181,067594a3d306c9c33d1d743eeefcb483848a39c96d0e620eb6952fd044173684,diagnostic,13,13,15,0.4666666666666667,7,9,7,0
1797,ae5189cc1458389d50c6f844dc4a8cb7f016733caffc375bbf9315ef9b1c2d26,067e22d1305c08a0e8ef5c0b9b555c18f750b2381ae1973e1a03e01cd998fb21,diagnostic,20,22,23,0.13043478260869565,3,21,3,0
5060,3850a0a21c8d3027ccd2acddf209089e99b375a9915ec8d66988af68310bc7fd,068a4aa9fd12dec532a3d2bd84299fa81bda3928720d065aadd1515010e069eb,diagnostic,20,22,23,0.13043478260869565,3,21,3,0
3146,1cce39f7353f6f4c0b3fc3b38deee182bfce2cbb32b5dfd4a7015e58285e1a26,068ec1b0e141338f1dcebf82be6449bfbd587b00fd445e242891e888323d9e88,diagnostic,32,34,34,0.29411764705882354,10,25,13,3
420,12fd47b5b775cfedb1b04ddf49f5ba32bf8e9670f774970e6f328c024108f5ae,0694eaf0a6fd9106c74652c1c543c128a4495d64ab0d4516c35dd27305dc25cb,diagnostic,25,24,24,0.0,0,25,0,0
3827,847393d7b714e4e3e33c83e17787beef77f3ad32ba327352b3b8af49c1209c49,0698e5e2abde08d57c479e0952acfa0ad6dafc0733ca26497d4e2ebdb7e5fb21,diagnostic,12,13,13,0.0,0,14,0,0
4502,4950340927edbcfdd8698044ccbebe3db105ee51b31e6729834858c8ebc222c5,06b56d5534cab4fbb68e7656128cdecdfb1306ab8966a471ab63830056c0bb7d,diagnostic,14,17,19,0.21052631578947367,4,16,4,0
2637,554e70bc162e2780939fa2a6a916f36bf69f30d90e54b8d36241c6481e53557b,06d52a4112d27eeee5d9748e78a7a2544d132630f749705505b607147a17315c,diagnostic,22,24,24,0.0,0,25,0,0
2231,acda69d9b0c042094b1d22e5398e58becec640e4d40953a75ee64d4c4cb150f1,06d559bd0e69857b8a184cab1dfca9b7981f056cd148e22c46dbd47895504a9d,diagnostic,43,37,39,0.23076923076923078,9,31,9,0
5838,95e2a33a3618731f562745127f680dec17b90ede206590120ebd5bd83c929793,06e0da0291bafc49829018c3bfbd6f4c7546cf88e5cac5c0a524fbafd9eb68ee,diagnostic,22,27,32,0.34375,11,22,11,0
6901,1eb50559f675c36e2644e5d0fd63f7772dbd2c3b8e689b207c69921c0c99566a,06e762b2ffcb45885d62c12dbde7adcc3508ffd9495fa8201e84abea8d7e3135,diagnostic,15,15,19,0.5263157894736842,10,10,10,0
1009,3b38cfdeeb4d10800ba3f753f8032d53a132d30577c93ec07ed7ac09e7c26fb8,06f176fb0e75a1c830f03b1f79da15a47fbff5a05a42de688f7d828d26b9a667,diagnostic,19,15,16,0.3125,5,12,5,0
225,3e30825ef81acd5022588937579cde128368d461d590b7586aa92980bdbda6eb,06f562c56e3aa58f2b5643883debc91a79517b3ff4cf1007968a81815b136653,diagnostic,24,30,30,0.0,0,31,0,0
484,32c90f0a9982050bd4132ef94babc3a65432650b45c9d6302200d2d9f0b3f9b3,06f84df6d85246a363d5a29cd7d2b77a6e4ec79144b258cb960aabf87ab73882,diagnostic,20,24,24,0.0,0,25,0,0
3605,035031ca7d749f75418dd530a873c34e0cfc56f778448910d883080ef652e86b,06f94dfc4d85c791764c4c9089a7597e125d04fea5bfbb13be768096e5dd6f6e,diagnostic,14,19,19,0.0,0,20,0,0
2906,2c032ce48799a198be61d0c46892ba0319e7e865d8d45ba9473540465c7cba56,0709e6b9f681aa3353cfe879749554d0a15ae47ade2378b2c4b3be5dd980f411,diagnostic,12,13,13,0.0,0,14,0,0
1957,4375fd7eb77ae8aa4e8873ba0218eb2fd375daa41e36e937bfe7397653502e1b,0719ac91db1b0f310cb4063655b43c4312984da049196b6b1d501c5efc759d9b,diagnostic,19,18,18,0.0,0,19,0,0
3956,5311a7e992dbd0c323e0fe502aa94b9f74a28cb35947c431676cb8f83d43e811,0731f8fb53321b047e7b744ff86516f0238058d8efaa5b036f9243e185876630,diagnostic,23,22,22,0.0,0,23,0,0
6072,b0403adaa8876136a4e50d78e3b0e10a937ad7355c4b9e911f6b591c8b01c7b1,0732bb55649dfe4b5cea2e0d7d5aeb0b5e19787eee479f69f5008e39642c50b4,diagnostic,21,23,23,0.17391304347826086,4,20,4,0
3137,566be8d2e2310d6eac6ebd4e85dd9c03d6171ba5317467427546f90ab4ab6d16,0733a0e1f0538c4fe9d4d419062bddaaf8e7b2c73e9cde8753bad359419f48f2,diagnostic,22,25,25,0.0,0,26,0,0
5038,65ba9dd5ff91be022655f00ddccc18e5715e30ff9c01db82ff6e074f1981c6f8,073ab8ffac594309bbaabf6d1e69dbbbdeca6ea9a1e067844139b16ebb8ad0d5,diagnostic,15,16,16,0.0,0,17,0,0
3008,9a57c29e5afc1064cd518268fcd0afd33f40da2d876085a7ae167ba8edf5f477,0740e631e980b1067797c6a1a49a8f89f090afd544d6eeec6da18fc929bacd3d,diagnostic,15,14,18,0.2222222222222222,4,15,4,0
2182,f10927d50f0f20edb5bd3c75e4cf29282eb7e6c6615a0fc012eaf7ce03f137dd,074de29d3abe74688ee30fcc712b5c7b098ea60483946aac148b0dc255f5f18c,diagnostic,19,16,15,0.6,9,7,11,2
4014,61a9fe6424e95ce443710e457bbd111d7b535a81862d3f29f1d3dac85f2771fd,0758fbabc2949d67b746cd226a67484b50fcc572c16681579cac21678418a321,diagnostic,31,31,31,0.03225806451612903,1,31,1,0
4806,16fc2c085fc0e68937321011e6514b396ff615876e56899b145221a5b4d3609f,07622d65cbbf13514269ce737fc8be79e5caede373388bd3cb24c62070b68ece,diagnostic,17,19,18,0.3333333333333333,6,13,11,5
4557,6838c67c20f5b6251d47eeb9aecf19d9e441fd16fd5da52d06b967eaf8867970,076590aefdd429b84f7be923528e8be177765dc2a52c2b21b4ad53965ec4c639,diagnostic,14,13,12,0.16666666666666666,2,11,3,1
6567,2571da27474a896974fb09f77c991a0fc2f1ad1c8ce9945909a367161d8f2440,076e67e3e45dfabd16e5a9e06d0f6d343ba4032c89afcb5b3b8e8296e6d695da,diagnostic,13,16,16,0.0,0,17,0,0
2929,cd87c69b4913274f526b1630bcbe69ed5e972df139b637d97dc707d6306408a6,07706b2ce131bbf3e3007833e3ec2114427f8c0a7476008a85508e1a54fd2246,diagnostic,26,29,27,0.25925925925925924,7,21,9,2
4981,0facd37f400a7815fda1bebf8c47f73d6a9fbd2e62b62972839f43ecac9ff1a1,0773296c9d18f0325f64141af61343e7b9b739c09d0e971c49756ac8f974cf26,diagnostic,20,18,18,0.0,0,19,0,0
809,3424d4030543d4128038e9c69abcf5aad6c1eebdaae504769d2a033e05700c26,0779e82f37990ad024c91f630ac7df1f58a75b2a858a24759b8af8190379bf53,diagnostic,22,27,25,0.04,1,25,3,2
6859,c5905ccf448e684e00bd4c3a710298545aa9caac99d54970bd1e19a9d596dda1,0794815193ed194c811eb495291be92e477e0f78eb7d0099e9a811b3e0a82f28,diagnostic,33,33,32,0.21875,7,26,9,2
852,999f041cef19885d7c4a8f9f68137588d5a49cc2eef7cdfced0cfc43ddc4b39e,07ac2147d5196738b0717357e4ed47f37e2be454ac964f8e11f8da3b243407e9,diagnostic,17,23,23,0.0,0,24,0,0
642,8b9f47d0f64dd22e3d5b8688bc5044277c8520921f5618989376ba668741ece8,07ae620a74ac65dfbe1810041893b97bf284d69066436b0c84540fbdfcb4232c,diagnostic,29,31,31,0.0,0,32,0,0
5151,a0f9b7bebfce7e5630a9247e904460b2d6625deeeddcfeaa05a82e5b3cb689e6,07b3048986c0134d7bfd83428425d2e606c3113c817a2e892ad6a2a83165ddc0,diagnostic,14,20,19,0.10526315789473684,2,18,4,2
5606,ba762d7c4109bdf6d2d3c20f4910aebf7ac0f5473d94ccf6ab713eeb91b1fa41,07bd7a45d84733de50ae73eed7b2fb5ff960a7cf0d0b5f78b99943138fa327ab,diagnostic,13,12,14,0.21428571428571427,3,12,3,0
1156,0218d180ac9ebf208588e936825fa4499430197cb6bb67acbafd5c9c1c75b38b,07c284f5dd97ef471da85b2496c2297e1b9ceb23e17f2be7f9228cb9f5e9e2cd,diagnostic,19,27,25,0.08,2,24,4,2
5893,12aff1a179364c398ca5192dcb5adcd6ca24d993a1f7051c3419e37c023d8e77,07c9700297a96a1cc966447972f5b6c16d3c6a61c894aea280e2ea4156ea6353,diagnostic,17,17,15,0.3333333333333333,5,11,7,2
558,86fe56108f1e05a0e888e2c5bc100d1cdfb70a618a2b6f639739e8c0e52017a6,07c9cc1c1cffa0cd31c18c647f48fceacb202351b4df06004a3842d24bcbc003,diagnostic,13,15,16,0.5,8,9,8,0
613,3c6c3134d4b7981b8976c4d8f34c692d76a87574ae27a594431f72556d62945b,07d7e638801e5cdf393a6fa71483b42c6fd140943ece505ba27ac0d47f9723d1,diagnostic,14,16,14,0.5,7,8,13,6
5331,189bf77708104dce7e7f74e736352a6e0096dd88d71190045f7c8a62e933dc4a,07da711802b7184d22c8dd0aafe231f7a22ef29bf76ff6aebea0dc5508a7ac7d,diagnostic,16,18,18,0.2777777777777778,5,14,6,1
3619,e471178899ef88ed18ae3715ad58cd3b8125caaef3a212102ce27ec35e108c6a,07dbfe44ecfe4003aa07da288f7842e014693d376008e0e27d2925dab281f651,diagnostic,20,21,21,0.0,0,22,0,0
1458,1b5ff41a3a425caa41e8802e1a994d7289797e226eadd33eeec34c7293558f22,07e046c15f2d6554ce1f8dad4d23c8247209eae61e78958346770175c60d425c,diagnostic,14,16,17,0.35294117647058826,6,12,6,0
6735,bc0cf24980fed3c5f330a5f4858420863ed882c4ea997509279a1a18f4eda7a7,07ed7223331fcde7df38341fad5988c7d8f08348a649cb3e91eae452a2581d15,diagnostic,21,24,24,0.125,3,22,4,1
6841,56d6105de91e9dfeff5d979e4deec29a82e0e0d75c1972c6985f0c563b18abc4,07f71811a10aeeda87920bde2e02b201b86dcc09cce8e89a9727c26537bb4e18,diagnostic,20,19,19,0.0,0,20,0,0
2183,60c4b169b55bba8b6c4d4798dba735b5bcc989f2efcd0b4e0503521f3c3fdf80,08110e7cdb8fb0ab756449292e3ba4dba08a04d750d5b222641c31f3096f009d,diagnostic,10,13,13,0.0,0,14,0,0
2230,a4a23647944ae0784040ba1dbd60532db34048c4ac62f139236ee7ee320ada7e,081153fcaf7e8f25353042a2c8b0626873de538a3c1ede1413fbaea1510b6d16,diagnostic,11,11,12,0.75,9,4,9,0
3823,2b298ed43fb5f76893f75e024f82179ebac942719b94b6d7285cecaed31c75cb,0819221e323a195957d81a92685a5c927902520f8c1a5e7c16077ed556d62baf,diagnostic,23,19,19,0.0,0,20,0,0
397,e7a243baa47f46202bc57bd26b3d50ba2508a0385579e0b2b008e49e962919b6,081d263857f2608f731148c4aa0b10ee671bb5776dbce16323a976d0481ffa35,diagnostic,16,18,18,0.0,0,19,0,0
6344,4fd0ed3c74cc7ce4df617ffe50ce956ed547b43f5c315f127c41055626fabab2,08235b8e642439281a059c759d60d82231c671371e5477cbcc9b344cb834f404,diagnostic,23,20,19,0.2631578947368421,5,15,6,1
739,8d5957de652993df76efcedd48bcf1939b2317ba200b932e97b6ca66ca038f88,0828b57f8af1c69707b6306b399a1bb556fa3672a6f54c360ec34c1a6f8cda5b,diagnostic,10,11,13,0.23076923076923078,3,11,3,0
2303,4c704a2c8ba502dcfb8fc02157c959b86124802bc510cc26141aa3fe02ac0422,0833ef36c3e947e7da44f9aab23b46c2c43c49d7e2cf901450e2df42a96270ef,diagnostic,28,35,35,0.0,0,36,0,0
2000,4c8d6ac8de3ecd3ade60c3d55ddaef02b5b61162299a21632d7f4adb3024c404,0848f8dfb115ede798106bc541f1d0571093920d25405f0d0ff43e7c5f235d98,diagnostic,31,33,33,0.0,0,34,0,0
6221,8501f4d2b96c4ae89d5e06e9ad9be16c93558f9c7ce8ff4901cd9942120d3b8e,084f5ddd26b639a19fe85d9c65b2fb60aad65ac7fc0a3adb7de6fa63665490df,diagnostic,20,17,17,0.0,0,18,0,0
240,ca21dde3aca43ce17d6a0f8d053dfb4d419dd96aa84df10c6198d21d407c1b9c,0853c3cb85d834306598659501d7f181b378d45b92361bb95dc309d488b00e39,diagnostic,12,13,13,0.38461538461538464,5,9,5,0
6788,6c797e25975a7bee66c9a44158cc06ca82cc0c38ee03d928ce9ec67ed052df6f,085a62099dda62ab88f508c2bada36e27e52df3523dc7984a4348f60b3fec235,diagnostic,26,24,24,0.08333333333333333,2,23,3,1
2516,20088c0adc848fbe93762abeab5154886e7f1a918cf34e173e368d2fdcf2759f,0863e504351d259b71f45098fce9bd6b62fef0784494872ed2e71598c3074ba7,diagnostic,12,16,12,0.8333333333333334,10,3,14,4
4618,9e37272635cd80c31dcb568d49fc74bf81d45c6a74aeea1938ff234cba85cee4,086e9ee30c6d6cf9958434e62901e5a6b27c89160e105ea0f73b4ec547d0fb21,diagnostic,36,36,36,0.16666666666666666,6,31,7,1
1436,19744759028816721af695f269198fa2911c26ef1aaa00461db31b90b09808b8,087912399fb263c1d52a6e9fd41d2d540c470e414ba28ac86d17479aecb17c8f,diagnostic,24,23,23,0.0,0,24,0,0
